,qtd_filhos,tipo_renda,educacao,estado_civil,tipo_residencia,idade,tempo_emprego,possui_celular,possui_fone_comercial,possui_fone,possui_email,qt_pessoas_residencia,mau,sexo,posse_de_veiculo,posse_de_imovel
7426,1,Working,Higher education,Married,Municipal apartment,34.3,6.8,1,0,0,0,3.0,False,0,1,0
7435,1,Working,Higher education,Married,Rented apartment,26.1,7.9,1,0,0,0,3.0,True,0,1,0
7436,1,Working,Higher education,Married,Rented apartment,26.1,7.9,1,0,0,0,3.0,False,0,1,0
7438,0,Working,Higher education,Married,House / apartment,31.4,1.6,1,0,0,0,2.0,False,0,0,1
7440,2,Commercial associate,Secondary / secondary special,Married,House / apartment,35.6,4.1,1,0,0,0,4.0,False,1,0,1
7442,0,Working,Secondary / secondary special,Married,Municipal apartment,47.7,3.1,1,0,1,0,2.0,False,0,0,1
7443,0,Pensioner,Secondary / secondary special,Widow,Municipal apartment,57.2,,1,0,0,0,1.0,False,0,1,1
7444,0,Pensioner,Secondary / secondary special,Widow,House / apartment,67.6,,1,0,1,0,1.0,False,0,0,1
7446,0,Commercial associate,Higher education,Married,House / apartment,31.1,1.6,1,0,0,0,2.0,False,0,0,1
7448,0,Commercial associate,Secondary / secondary special,Married,House / apartment,49.9,4.2,1,0,0,0,2.0,False,1,1,1
7449,2,Working,Secondary / secondary special,Married,House / apartment,30.5,0.7,1,0,0,0,4.0,False,0,0,1
7453,1,State servant,Secondary / secondary special,Married,Municipal apartment,38.1,19.4,1,1,1,0,3.0,False,0,1,0
7459,0,Pensioner,Secondary / secondary special,Widow,House / apartment,56.2,,1,0,1,0,1.0,False,0,0,1
7460,0,Commercial associate,Secondary / secondary special,Married,House / apartment,57.2,3.5,1,0,1,0,2.0,False,1,0,1
7461,0,Pensioner,Higher education,Married,House / apartment,64.3,,1,0,0,0,2.0,False,1,1,0
7462,0,Working,Secondary / secondary special,Married,House / apartment,44.6,1.8,1,0,0,0,2.0,False,0,0,1
7464,0,Commercial associate,Secondary / secondary special,Married,House / apartment,41.9,1.6,1,1,1,0,2.0,False,1,0,1
7467,0,Working,Secondary / secondary special,Civil marriage,House / apartment,25.7,3.3,1,0,0,0,2.0,False,1,1,1
7469,2,Working,Secondary / secondary special,Married,House / apartment,44.4,18.9,1,1,1,0,4.0,False,1,1,1
7472,1,Commercial associate,Secondary / secondary special,Married,House / apartment,40.4,8.1,1,1,1,0,3.0,False,1,1,0
7474,0,Working,Secondary / secondary special,Single / not married,House / apartment,59.9,2.7,1,0,0,0,1.0,False,0,0,1
7476,0,Working,Secondary / secondary special,Single / not married,House / apartment,52.9,1.6,1,1,1,0,1.0,False,1,1,1
7477,0,Working,Secondary / secondary special,Civil marriage,House / apartment,55.1,5.2,1,0,0,0,2.0,False,0,0,0
7479,0,Commercial associate,Secondary / secondary special,Married,House / apartment,36.7,1.5,1,0,0,0,2.0,False,0,1,1
7481,2,Commercial associate,Higher education,Married,House / apartment,41.5,7.5,1,0,1,0,4.0,False,0,1,1
7483,0,Working,Secondary / secondary special,Single / not married,House / apartment,45.1,26.2,1,0,0,0,1.0,False,0,0,1
7485,0,Working,Secondary / secondary special,Married,House / apartment,28.4,0.7,1,1,0,0,2.0,False,1,1,1
7487,0,Working,Higher education,Single / not married,House / apartment,27.9,1.6,1,0,0,0,1.0,False,0,1,1
7489,0,Pensioner,Secondary / secondary special,Separated,House / apartment,66.6,,1,0,0,0,1.0,False,0,0,0
7490,1,State servant,Secondary / secondary special,Civil marriage,House / apartment,43.8,24.0,1,0,0,0,3.0,False,0,0,1
7492,0,Pensioner,Secondary / secondary special,Married,House / apartment,65.4,,1,0,0,0,2.0,False,0,0,0
7493,0,Pensioner,Higher education,Married,House / apartment,60.1,,1,0,1,0,2.0,True,0,1,1
7494,0,Pensioner,Higher education,Married,House / apartment,60.1,,1,0,1,0,2.0,False,0,1,1
7497,0,Working,Secondary / secondary special,Married,House / apartment,43.6,5.2,1,0,0,0,2.0,False,1,1,1
7500,1,Working,Secondary / secondary special,Married,House / apartment,46.3,4.7,1,0,0,0,3.0,False,1,1,1
7501,0,Working,Secondary / secondary special,Married,House / apartment,53.4,7.6,1,1,0,0,2.0,False,1,1,1
7502,0,Working,Secondary / secondary special,Single / not married,House / apartment,40.4,1.9,1,0,0,0,1.0,False,0,0,1
7503,0,Working,Secondary / secondary special,Married,House / apartment,39.5,2.9,1,0,0,1,2.0,False,0,0,1
7505,0,Pensioner,Secondary / secondary special,Single / not married,House / apartment,57.8,,1,0,0,0,1.0,False,0,0,1
7506,0,Working,Secondary / secondary special,Married,House / apartment,47.5,2.6,1,0,0,0,2.0,False,0,0,1
7508,0,Working,Secondary / secondary special,Single / not married,House / apartment,35.4,9.3,1,0,0,1,1.0,False,1,1,1
7510,0,Pensioner,Secondary / secondary special,Widow,House / apartment,66.2,,1,0,0,0,1.0,False,0,0,1
7512,1,Working,Secondary / secondary special,Married,House / apartment,43.5,6.2,1,0,0,0,3.0,False,1,1,1
7513,2,Pensioner,Secondary / secondary special,Married,House / apartment,46.5,,1,0,0,0,4.0,False,1,1,1
7519,0,Pensioner,Secondary / secondary special,Separated,House / apartment,54.1,,1,0,0,0,1.0,False,0,0,1
7521,0,Working,Secondary / secondary special,Separated,House / apartment,45.1,7.5,1,0,1,0,1.0,False,0,0,0
7527,0,Working,Secondary / secondary special,Separated,House / apartment,45.1,7.5,1,0,1,0,1.0,True,0,0,0
7528,0,Working,Secondary / secondary special,Separated,House / apartment,49.7,22.9,1,0,0,0,1.0,False,0,0,1
7531,1,Commercial associate,Higher education,Married,House / apartment,43.7,4.0,1,0,1,0,3.0,False,0,0,1
7539,1,Working,Incomplete higher,Single / not married,House / apartment,34.7,7.1,1,0,0,0,2.0,False,0,0,1
7540,0,Working,Secondary / secondary special,Married,House / apartment,53.7,4.5,1,1,1,0,2.0,False,0,0,1
7542,1,Commercial associate,Higher education,Married,House / apartment,35.6,5.3,1,0,0,0,3.0,False,0,0,1
7543,0,Working,Secondary / secondary special,Married,House / apartment,44.6,8.3,1,0,0,1,2.0,False,1,0,1
7544,0,Working,Secondary / secondary special,Married,House / apartment,47.5,1.5,1,0,0,1,2.0,True,1,1,1
7545,0,Working,Secondary / secondary special,Married,House / apartment,47.5,1.5,1,0,0,1,2.0,False,1,1,1
7548,2,Working,Secondary / secondary special,Civil marriage,House / apartment,30.9,4.8,1,0,0,1,4.0,False,0,0,1
7554,0,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,55.0,3.7,1,0,0,0,1.0,False,0,0,1
7557,0,Working,Secondary / secondary special,Separated,House / apartment,44.4,3.9,1,0,0,0,1.0,False,0,1,1
7559,0,Pensioner,Secondary / secondary special,Married,House / apartment,60.3,,1,0,0,0,2.0,False,0,0,1
7560,0,Commercial associate,Secondary / secondary special,Married,House / apartment,45.2,1.2,1,0,0,0,2.0,False,0,0,1
7562,0,Commercial associate,Higher education,Married,With parents,26.4,7.6,1,0,0,0,2.0,False,0,0,1
7563,1,Working,Secondary / secondary special,Married,House / apartment,37.1,10.5,1,0,0,1,3.0,False,0,1,1
7565,0,Pensioner,Secondary / secondary special,Married,House / apartment,62.9,,1,0,1,0,2.0,False,1,1,1
7566,1,Working,Higher education,Civil marriage,With parents,33.1,14.7,1,0,1,1,3.0,False,0,0,0
7571,0,Commercial associate,Secondary / secondary special,Married,House / apartment,29.0,7.3,1,0,0,0,2.0,False,1,0,1
7573,0,Working,Secondary / secondary special,Single / not married,House / apartment,48.0,21.0,1,0,1,0,1.0,False,0,0,1
7579,0,Working,Secondary / secondary special,Married,House / apartment,54.7,29.5,1,1,1,0,2.0,False,0,0,1
7583,0,Working,Secondary / secondary special,Widow,House / apartment,49.4,13.2,1,0,0,0,1.0,False,0,0,1
7586,1,Working,Secondary / secondary special,Married,Co-op apartment,42.0,3.0,1,0,0,0,3.0,False,1,1,1
7589,0,Pensioner,Higher education,Married,House / apartment,64.8,,1,0,1,1,2.0,False,0,0,1
7592,1,State servant,Secondary / secondary special,Married,Municipal apartment,48.1,4.9,1,0,0,0,3.0,False,0,1,0
7594,1,Working,Incomplete higher,Single / not married,House / apartment,32.1,5.6,1,0,0,0,2.0,False,0,1,1
7596,0,Working,Secondary / secondary special,Married,House / apartment,33.9,6.3,1,1,1,0,2.0,False,0,1,1
7597,1,Commercial associate,Higher education,Civil marriage,House / apartment,40.6,5.3,1,0,0,0,3.0,False,0,0,0
7601,0,Pensioner,Secondary / secondary special,Married,House / apartment,59.0,,1,0,0,0,2.0,False,0,0,1
7603,0,Working,Secondary / secondary special,Married,House / apartment,51.3,0.4,1,0,0,1,2.0,False,0,0,1
7607,0,Working,Secondary / secondary special,Married,House / apartment,31.4,1.6,1,0,0,0,2.0,False,1,1,1
7612,0,Working,Secondary / secondary special,Married,House / apartment,52.5,3.4,1,1,1,0,2.0,False,0,0,1
7614,4,Commercial associate,Secondary / secondary special,Married,House / apartment,36.4,0.8,1,1,0,0,6.0,False,0,0,0
7615,0,Working,Secondary / secondary special,Married,With parents,30.6,8.4,1,1,0,0,2.0,False,1,1,1
7620,0,Working,Secondary / secondary special,Civil marriage,House / apartment,40.1,21.4,1,0,1,1,2.0,False,0,0,1
7623,0,Working,Secondary / secondary special,Separated,House / apartment,44.2,4.3,1,0,0,0,1.0,False,0,0,1
7626,2,Working,Secondary / secondary special,Married,House / apartment,45.0,26.7,1,0,1,0,4.0,False,0,0,1
7628,0,Commercial associate,Higher education,Civil marriage,House / apartment,35.5,0.9,1,0,1,1,2.0,False,0,0,1
7630,0,Pensioner,Secondary / secondary special,Married,House / apartment,64.4,,1,0,0,0,2.0,False,0,0,1
7632,0,Commercial associate,Secondary / secondary special,Single / not married,Office apartment,26.6,3.8,1,1,1,0,1.0,False,1,1,0
7633,0,Commercial associate,Secondary / secondary special,Single / not married,Office apartment,26.6,3.8,1,1,1,0,1.0,True,1,1,0
7635,0,Pensioner,Secondary / secondary special,Widow,House / apartment,67.2,,1,0,0,0,1.0,False,0,0,1
7637,0,Working,Secondary / secondary special,Single / not married,Municipal apartment,35.7,2.9,1,1,1,0,1.0,False,1,1,1
7638,0,Commercial associate,Secondary / secondary special,Married,House / apartment,54.8,4.7,1,1,0,0,2.0,False,0,0,1
7639,0,Pensioner,Secondary / secondary special,Married,House / apartment,62.2,,1,0,0,0,2.0,False,0,0,1
7642,0,Working,Secondary / secondary special,Single / not married,House / apartment,51.9,3.8,1,0,0,0,1.0,False,0,0,1
7643,0,Pensioner,Higher education,Married,House / apartment,58.3,,1,0,0,0,2.0,False,0,0,1
7646,1,Commercial associate,Secondary / secondary special,Married,House / apartment,39.9,8.2,1,0,0,0,3.0,False,0,0,1
7649,0,Commercial associate,Secondary / secondary special,Married,House / apartment,27.5,5.7,1,1,0,0,2.0,False,1,1,1
7653,0,Working,Secondary / secondary special,Single / not married,House / apartment,41.9,3.4,1,1,0,0,1.0,False,1,0,1
7654,1,Working,Secondary / secondary special,Married,House / apartment,42.6,5.5,1,0,0,0,3.0,False,1,1,0
7655,1,Pensioner,Secondary / secondary special,Married,House / apartment,42.5,,1,0,0,0,3.0,False,1,1,0
7658,0,Commercial associate,Secondary / secondary special,Married,House / apartment,45.3,1.0,1,0,0,0,2.0,False,0,1,1
7659,1,Working,Higher education,Widow,House / apartment,45.1,11.0,1,0,0,1,2.0,False,0,1,0
7671,0,Pensioner,Lower secondary,Married,House / apartment,59.6,,1,0,0,0,2.0,False,0,1,1
7674,1,Working,Secondary / secondary special,Married,House / apartment,44.2,4.4,1,0,0,1,3.0,False,1,1,1
7676,0,Pensioner,Secondary / secondary special,Married,House / apartment,59.2,,1,0,0,1,2.0,False,0,0,0
7680,0,Pensioner,Secondary / secondary special,Married,House / apartment,60.1,,1,0,1,1,2.0,False,0,0,1
7681,3,Working,Secondary / secondary special,Married,House / apartment,43.9,13.1,1,0,1,1,5.0,False,1,1,1
7684,2,Working,Secondary / secondary special,Married,House / apartment,27.1,2.2,1,0,0,0,4.0,False,0,0,1
7685,0,Working,Secondary / secondary special,Single / not married,House / apartment,37.8,4.3,1,0,0,0,1.0,False,1,1,1
7688,2,Working,Secondary / secondary special,Married,House / apartment,39.1,8.4,1,0,0,0,4.0,False,1,1,1
7691,1,Pensioner,Higher education,Married,House / apartment,37.8,,1,0,0,1,3.0,False,0,1,1
7692,0,Working,Higher education,Married,With parents,30.4,4.0,1,0,0,0,2.0,False,1,1,1
7699,0,Working,Secondary / secondary special,Separated,House / apartment,48.0,4.2,1,0,0,0,1.0,False,1,0,1
7704,1,Working,Secondary / secondary special,Married,Rented apartment,39.7,11.5,1,0,0,0,3.0,False,0,0,1
7706,0,Pensioner,Secondary / secondary special,Married,House / apartment,63.3,,1,0,0,0,2.0,False,0,0,1
7707,0,Pensioner,Secondary / secondary special,Married,House / apartment,68.0,,1,0,0,1,2.0,False,1,1,1
7708,0,State servant,Higher education,Married,House / apartment,48.4,14.0,1,0,0,0,2.0,False,0,1,0
7709,0,Pensioner,Secondary / secondary special,Married,House / apartment,58.5,,1,0,0,0,2.0,False,0,0,0
7710,0,Working,Secondary / secondary special,Civil marriage,House / apartment,48.1,1.8,1,0,0,1,2.0,False,1,1,0
7717,0,Pensioner,Secondary / secondary special,Married,House / apartment,56.6,,1,0,1,0,2.0,False,0,0,1
7718,0,Working,Secondary / secondary special,Separated,House / apartment,49.2,0.6,1,0,0,0,1.0,False,1,0,1
7719,0,Working,Secondary / secondary special,Married,House / apartment,58.1,4.3,1,0,0,1,2.0,False,0,1,1
7721,0,Commercial associate,Secondary / secondary special,Married,House / apartment,41.0,15.1,1,0,1,0,2.0,False,0,0,1
7722,0,Commercial associate,Higher education,Civil marriage,House / apartment,24.5,0.9,1,0,0,0,2.0,False,0,0,1
7723,0,Working,Secondary / secondary special,Married,House / apartment,51.4,32.6,1,0,1,0,2.0,False,1,1,1
7727,0,Pensioner,Secondary / secondary special,Single / not married,House / apartment,57.4,,1,0,0,1,1.0,False,0,0,1
7728,0,Working,Secondary / secondary special,Single / not married,House / apartment,27.2,1.3,1,0,0,0,1.0,False,1,0,1
7729,1,Working,Secondary / secondary special,Civil marriage,House / apartment,47.0,3.4,1,0,0,1,3.0,False,0,1,1
7734,1,Working,Secondary / secondary special,Married,House / apartment,37.2,4.5,1,0,0,0,3.0,False,0,0,1
7738,0,Working,Secondary / secondary special,Married,House / apartment,54.4,24.9,1,0,0,1,2.0,False,1,0,1
7741,1,Working,Secondary / secondary special,Married,House / apartment,51.0,8.0,1,0,0,0,3.0,False,1,1,0
7742,0,Pensioner,Secondary / secondary special,Married,House / apartment,60.6,,1,0,0,0,2.0,False,1,0,1
7745,2,Working,Secondary / secondary special,Married,House / apartment,29.5,10.4,1,0,0,0,4.0,False,0,1,1
7747,0,Working,Secondary / secondary special,Married,House / apartment,42.2,8.1,1,0,1,0,2.0,False,0,1,1
7751,2,Working,Secondary / secondary special,Married,House / apartment,40.8,12.9,1,0,0,0,4.0,False,0,1,1
7754,0,State servant,Lower secondary,Widow,House / apartment,51.2,7.1,1,0,1,0,1.0,False,0,0,1
7756,1,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,33.8,7.9,1,0,0,0,2.0,False,1,1,1
7759,0,Working,Secondary / secondary special,Married,House / apartment,37.4,12.8,1,0,1,0,2.0,False,1,0,0
7760,0,Working,Higher education,Married,House / apartment,40.1,5.3,1,0,0,0,2.0,False,1,1,1
7762,0,Commercial associate,Secondary / secondary special,Single / not married,Municipal apartment,45.9,12.4,1,0,0,0,1.0,False,0,0,0
7764,0,Working,Secondary / secondary special,Married,House / apartment,47.1,12.6,1,0,0,0,2.0,False,1,0,0
7765,0,Pensioner,Higher education,Single / not married,House / apartment,64.8,,1,0,0,0,1.0,False,0,0,1
7769,4,Working,Secondary / secondary special,Married,House / apartment,37.7,11.4,1,0,0,0,6.0,False,0,1,1
7770,0,Commercial associate,Higher education,Civil marriage,House / apartment,53.0,0.7,1,0,0,1,2.0,False,1,0,0
7774,0,Pensioner,Secondary / secondary special,Single / not married,House / apartment,64.1,,1,0,1,1,1.0,False,0,0,1
7775,0,Working,Higher education,Single / not married,With parents,28.3,5.6,1,0,0,1,1.0,False,0,0,0
7778,2,Working,Incomplete higher,Married,House / apartment,38.3,0.7,1,0,0,0,4.0,False,1,0,0
7781,0,Working,Secondary / secondary special,Single / not married,House / apartment,58.8,26.2,1,1,0,0,1.0,False,0,0,1
7783,0,Working,Secondary / secondary special,Single / not married,House / apartment,32.1,10.2,1,1,0,1,1.0,False,1,1,0
7787,0,Commercial associate,Secondary / secondary special,Married,House / apartment,52.6,6.0,1,0,0,0,2.0,False,0,0,1
7788,0,Working,Secondary / secondary special,Married,House / apartment,57.4,3.2,1,1,0,1,2.0,False,0,0,0
7791,0,Working,Higher education,Married,House / apartment,31.3,2.2,1,1,0,0,2.0,False,0,0,1
7796,0,Working,Lower secondary,Single / not married,House / apartment,32.8,6.8,1,0,0,0,1.0,False,1,1,1
7799,1,Working,Secondary / secondary special,Married,With parents,34.7,3.6,1,0,0,0,3.0,False,1,0,0
7804,0,Pensioner,Secondary / secondary special,Married,House / apartment,62.3,,1,0,0,0,2.0,False,0,0,0
7806,1,Working,Secondary / secondary special,Civil marriage,House / apartment,33.6,5.0,1,0,0,1,3.0,False,0,0,1
7808,0,Working,Secondary / secondary special,Married,House / apartment,46.6,19.9,1,0,0,0,2.0,False,0,1,1
7824,0,Pensioner,Secondary / secondary special,Married,House / apartment,57.1,,1,0,0,1,2.0,False,1,1,1
7829,0,Working,Secondary / secondary special,Married,House / apartment,54.8,4.7,1,0,1,0,2.0,False,0,1,1
7833,0,Working,Secondary / secondary special,Civil marriage,House / apartment,37.8,11.6,1,0,0,0,2.0,False,0,0,1
7836,1,Working,Secondary / secondary special,Civil marriage,House / apartment,36.2,7.5,1,0,0,0,3.0,False,1,0,1
7840,0,Commercial associate,Secondary / secondary special,Separated,House / apartment,54.4,2.0,1,0,0,1,1.0,False,0,0,1
7844,0,Working,Secondary / secondary special,Separated,House / apartment,50.1,0.5,1,1,0,0,1.0,False,0,0,1
7846,0,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,25.1,3.3,1,0,0,1,1.0,False,1,0,1
7847,0,Pensioner,Secondary / secondary special,Married,House / apartment,61.6,,1,0,0,0,2.0,False,0,0,1
7851,2,Working,Lower secondary,Married,House / apartment,37.2,7.0,1,1,0,0,4.0,False,1,0,0
7854,0,Commercial associate,Secondary / secondary special,Married,House / apartment,45.3,3.0,1,0,1,0,2.0,False,0,1,0
7858,0,State servant,Secondary / secondary special,Married,House / apartment,39.5,12.3,1,1,0,1,2.0,False,0,0,1
7860,0,State servant,Higher education,Married,Municipal apartment,64.1,0.4,1,0,1,0,2.0,False,0,0,1
7862,0,Commercial associate,Secondary / secondary special,Married,House / apartment,44.5,22.5,1,0,0,0,2.0,False,1,1,1
7864,0,Commercial associate,Incomplete higher,Single / not married,House / apartment,25.0,3.8,1,0,1,0,1.0,False,0,1,1
7872,2,Commercial associate,Secondary / secondary special,Married,House / apartment,47.3,25.0,1,0,1,0,4.0,False,1,1,1
7876,0,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,50.0,1.7,1,1,1,0,1.0,False,0,0,1
7882,0,Commercial associate,Secondary / secondary special,Married,House / apartment,32.8,10.2,1,0,0,1,2.0,False,1,1,1
7883,0,Pensioner,Secondary / secondary special,Married,House / apartment,63.9,,1,0,0,0,2.0,False,0,0,1
7886,0,Pensioner,Secondary / secondary special,Widow,House / apartment,56.3,,1,0,0,0,1.0,False,0,0,1
7887,0,Pensioner,Secondary / secondary special,Widow,House / apartment,56.3,,1,0,0,0,1.0,True,0,0,1
7891,0,Pensioner,Higher education,Married,House / apartment,60.4,,1,0,0,0,2.0,False,0,0,1
7893,0,Pensioner,Secondary / secondary special,Married,House / apartment,62.7,,1,0,0,0,2.0,False,0,1,1
7896,1,Working,Secondary / secondary special,Married,House / apartment,35.2,3.5,1,0,0,0,3.0,False,0,0,0
7897,0,Working,Higher education,Married,House / apartment,28.7,9.8,1,0,0,0,2.0,False,1,0,1
7898,0,Pensioner,Secondary / secondary special,Married,House / apartment,62.8,,1,0,0,0,2.0,False,0,0,1
7899,0,Working,Higher education,Married,House / apartment,29.9,9.1,1,0,1,0,2.0,False,1,1,1
7900,2,Working,Higher education,Married,House / apartment,35.2,12.8,1,1,1,0,4.0,False,0,0,1
7904,0,Commercial associate,Secondary / secondary special,Married,House / apartment,59.8,1.8,1,0,1,0,2.0,False,0,0,1
7905,1,State servant,Secondary / secondary special,Married,House / apartment,49.2,25.6,1,0,0,0,3.0,False,0,0,1
7907,0,Pensioner,Secondary / secondary special,Widow,House / apartment,61.9,,1,0,0,0,1.0,False,0,0,1
7908,0,Working,Lower secondary,Civil marriage,House / apartment,35.7,6.0,1,0,0,0,2.0,False,1,0,1
7910,1,Commercial associate,Secondary / secondary special,Married,House / apartment,51.6,2.3,1,0,0,0,3.0,False,1,1,1
7911,0,Working,Secondary / secondary special,Married,House / apartment,49.2,18.1,1,0,0,1,2.0,False,0,0,1
7917,0,Pensioner,Secondary / secondary special,Single / not married,House / apartment,60.4,,1,0,1,0,1.0,False,0,0,1
7924,0,Commercial associate,Secondary / secondary special,Married,House / apartment,58.0,7.5,1,0,0,0,2.0,False,0,0,1
7930,0,Commercial associate,Secondary / secondary special,Married,House / apartment,51.5,31.5,1,0,0,0,2.0,False,0,0,1
7932,0,Commercial associate,Higher education,Single / not married,House / apartment,26.9,5.4,1,1,0,1,1.0,False,0,0,0
7933,1,Commercial associate,Higher education,Married,House / apartment,35.4,4.6,1,0,0,1,3.0,False,1,1,0
7935,1,Pensioner,Secondary / secondary special,Married,House / apartment,51.9,,1,0,0,0,3.0,False,1,1,1
7938,0,Commercial associate,Secondary / secondary special,Married,House / apartment,49.0,1.6,1,1,0,0,2.0,False,1,1,1
7941,0,Working,Secondary / secondary special,Married,House / apartment,40.9,2.2,1,0,0,0,2.0,False,0,1,1
7947,0,Pensioner,Secondary / secondary special,Single / not married,House / apartment,60.9,,1,0,0,1,1.0,False,0,0,1
7949,0,State servant,Secondary / secondary special,Widow,House / apartment,53.9,31.9,1,0,0,0,1.0,False,0,0,0
7950,0,Working,Secondary / secondary special,Married,House / apartment,42.5,6.8,1,0,0,1,2.0,False,0,0,1
7952,1,State servant,Higher education,Married,House / apartment,31.3,8.7,1,1,0,0,3.0,False,1,1,1
7957,1,Working,Secondary / secondary special,Married,House / apartment,45.4,19.1,1,0,0,0,3.0,False,0,0,0
7959,1,Working,Secondary / secondary special,Married,House / apartment,48.8,2.5,1,0,0,0,3.0,False,0,0,1
7960,0,Pensioner,Secondary / secondary special,Single / not married,House / apartment,62.8,,1,0,1,0,1.0,False,0,0,1
7961,0,Pensioner,Higher education,Married,House / apartment,54.7,,1,0,0,0,2.0,False,0,0,1
7964,0,Pensioner,Higher education,Widow,House / apartment,56.3,,1,0,0,0,1.0,False,0,0,1
7965,0,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,48.5,8.3,1,0,1,0,2.0,False,1,1,1
7966,0,Working,Higher education,Married,House / apartment,51.4,1.5,1,0,0,0,2.0,False,1,1,1
7969,0,State servant,Secondary / secondary special,Married,House / apartment,48.7,6.6,1,0,0,1,2.0,False,0,0,1
7975,0,Working,Higher education,Married,House / apartment,52.3,12.2,1,0,1,0,2.0,False,1,1,1
7979,1,Working,Secondary / secondary special,Married,House / apartment,27.8,3.1,1,0,0,0,3.0,False,1,0,1
7981,1,Working,Academic degree,Single / not married,House / apartment,34.4,7.6,1,0,0,0,2.0,False,0,0,1
7985,1,Commercial associate,Incomplete higher,Married,House / apartment,28.2,7.2,1,1,1,0,3.0,False,0,0,1
7995,1,Working,Higher education,Married,House / apartment,25.2,3.6,1,0,1,0,3.0,False,0,1,1
7996,0,Working,Higher education,Married,House / apartment,60.6,23.3,1,0,0,0,2.0,False,0,0,1
7998,1,Working,Secondary / secondary special,Married,House / apartment,55.6,2.7,1,0,0,0,3.0,False,1,1,1
7999,0,State servant,Secondary / secondary special,Single / not married,House / apartment,64.0,14.9,1,0,0,0,1.0,False,0,0,1
8003,0,Working,Secondary / secondary special,Married,With parents,27.5,1.7,1,1,0,1,2.0,False,0,0,1
8005,1,Commercial associate,Higher education,Separated,House / apartment,42.9,0.6,1,0,0,1,2.0,False,0,1,1
8007,2,Working,Secondary / secondary special,Married,House / apartment,34.0,3.8,1,0,0,0,4.0,False,1,1,0
8008,2,Working,Secondary / secondary special,Married,House / apartment,41.0,19.7,1,0,0,1,4.0,False,1,1,0
8013,0,Working,Secondary / secondary special,Civil marriage,House / apartment,51.5,4.9,1,0,0,0,2.0,False,1,1,1
8014,1,Working,Secondary / secondary special,Civil marriage,Municipal apartment,36.4,2.8,1,0,0,0,3.0,False,1,0,1
8016,0,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,48.9,3.0,1,0,0,0,1.0,False,1,0,1
8018,2,Working,Higher education,Married,House / apartment,37.2,3.2,1,0,0,0,4.0,False,0,1,1
8019,0,Working,Higher education,Married,House / apartment,58.6,1.6,1,0,0,1,2.0,False,0,1,1
8022,1,Working,Higher education,Married,House / apartment,32.5,10.7,1,0,1,0,3.0,False,0,1,0
8023,0,Pensioner,Secondary / secondary special,Married,House / apartment,63.7,,1,0,0,0,2.0,False,0,0,1
8024,0,Working,Secondary / secondary special,Married,House / apartment,51.2,14.6,1,0,0,0,2.0,False,0,0,1
8029,1,Working,Secondary / secondary special,Married,House / apartment,48.1,7.8,1,0,1,0,3.0,False,1,1,1
8035,0,Working,Secondary / secondary special,Married,Rented apartment,46.6,2.5,1,0,0,0,2.0,False,1,1,1
8039,0,Pensioner,Secondary / secondary special,Married,House / apartment,58.9,,1,0,1,0,2.0,False,0,0,1
8043,0,Working,Secondary / secondary special,Married,House / apartment,36.9,5.0,1,1,1,0,2.0,False,1,1,0
8049,0,Pensioner,Secondary / secondary special,Widow,House / apartment,62.3,,1,0,0,0,1.0,False,0,0,1
8054,0,Commercial associate,Higher education,Married,House / apartment,46.1,9.5,1,0,0,0,2.0,False,0,1,0
8062,0,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,49.7,9.8,1,0,1,1,1.0,False,0,0,1
8063,0,Working,Higher education,Married,House / apartment,60.6,10.6,1,0,0,0,2.0,False,1,1,1
8072,0,Commercial associate,Secondary / secondary special,Married,House / apartment,43.3,24.7,1,0,1,0,2.0,False,0,0,0
8076,0,Working,Higher education,Separated,With parents,54.8,20.9,1,0,0,1,1.0,False,1,1,1
8078,2,Working,Secondary / secondary special,Married,House / apartment,47.3,7.1,1,0,0,0,4.0,False,0,0,1
8079,2,Working,Secondary / secondary special,Married,Rented apartment,33.5,2.3,1,0,1,1,4.0,False,0,1,0
8083,0,Working,Secondary / secondary special,Married,House / apartment,53.1,13.8,1,1,1,0,2.0,False,0,0,1
8088,0,Commercial associate,Secondary / secondary special,Married,House / apartment,63.3,1.8,1,1,0,0,2.0,False,1,0,1
8091,0,Working,Secondary / secondary special,Married,House / apartment,42.3,9.2,1,0,0,0,2.0,False,1,1,1
8097,1,State servant,Higher education,Married,House / apartment,31.8,6.8,1,0,0,0,3.0,False,1,1,1
8100,0,Commercial associate,Secondary / secondary special,Married,House / apartment,48.3,11.6,1,0,0,0,2.0,False,0,0,0
8106,0,State servant,Secondary / secondary special,Married,With parents,47.0,25.6,1,0,0,0,2.0,False,0,0,0
8108,0,Working,Secondary / secondary special,Married,House / apartment,44.9,4.4,1,0,0,0,2.0,False,0,1,1
8109,1,Working,Secondary / secondary special,Married,House / apartment,54.8,28.7,1,0,0,0,3.0,False,0,0,1
8111,0,Working,Secondary / secondary special,Separated,House / apartment,50.0,4.8,1,0,0,0,1.0,False,1,0,1
