,qtd_filhos,idade,tempo_emprego,possui_celular,possui_fone_comercial,possui_fone,possui_email,qt_pessoas_residencia,mau,sexo,posse_de_veiculo,posse_de_imovel
8476,1,40.6,1.1,1,0,0,1,3.0,False,0,0,1
8478,0,43.9,0.5,1,0,0,0,2.0,False,0,0,1
8481,1,37.2,8.9,1,0,0,0,3.0,False,0,1,1
8484,0,46.9,3.4,1,1,1,0,2.0,False,0,0,1
8487,0,55.4,,1,0,0,0,2.0,False,0,1,1
8490,0,30.7,4.7,1,1,0,0,2.0,True,0,1,1
8491,3,32.2,1.8,1,0,0,0,5.0,False,1,0,0
8492,0,47.5,2.6,1,0,1,0,2.0,False,0,1,1
8495,1,28.9,8.1,1,0,0,0,3.0,False,0,0,0
8496,0,32.4,12.7,1,0,0,1,2.0,False,0,1,1
8497,0,40.6,11.1,1,0,1,1,2.0,False,1,1,1
8498,0,57.7,,1,0,0,0,2.0,False,0,0,1
8500,0,37.3,1.1,1,0,0,0,1.0,False,0,0,0
8505,1,35.1,2.5,1,0,1,1,3.0,False,0,1,1
8513,0,59.4,,1,0,0,0,2.0,False,0,0,0
8514,1,44.8,11.9,1,0,1,0,3.0,False,0,0,1
8520,0,40.5,9.3,1,0,0,0,2.0,False,0,0,1
8522,1,42.4,7.1,1,1,1,0,3.0,False,0,1,1
8523,0,57.5,,1,0,0,0,2.0,False,0,0,1
8531,0,33.8,1.5,1,0,0,0,2.0,False,0,0,1
8532,0,45.9,1.8,1,0,0,0,2.0,False,1,0,1
8535,1,42.3,7.1,1,0,0,0,3.0,False,1,1,1
8536,0,24.7,2.3,1,0,1,0,1.0,False,1,1,1
8538,0,55.6,1.6,1,0,0,0,2.0,False,0,0,1
8539,0,60.9,,1,0,1,0,2.0,False,0,1,1
8541,1,25.8,0.6,1,0,0,0,3.0,False,1,1,1
8542,0,32.0,9.6,1,1,0,0,2.0,False,0,1,1
8545,0,62.0,,1,0,0,0,2.0,False,0,0,1
8548,0,45.8,3.5,1,0,0,0,1.0,False,1,0,1
8549,0,35.4,5.6,1,0,1,0,2.0,False,0,0,1
8553,1,50.4,27.6,1,0,0,0,3.0,False,0,0,1
8558,0,23.0,4.1,1,1,1,0,1.0,False,1,0,1
8561,0,26.2,6.0,1,0,0,0,1.0,False,0,0,0
8563,1,51.2,6.6,1,0,0,1,3.0,False,1,1,0
8566,0,26.2,0.5,1,1,1,0,1.0,False,0,0,1
8567,0,46.3,1.0,1,0,1,0,2.0,False,1,1,1
8576,0,44.2,6.0,1,0,0,0,2.0,False,0,0,1
8579,0,43.2,13.5,1,0,0,0,1.0,True,0,0,1
8580,0,33.4,8.6,1,0,0,0,2.0,False,0,1,1
8582,2,37.3,15.7,1,0,1,0,4.0,False,0,0,1
8583,2,37.3,15.7,1,0,1,0,4.0,True,0,0,1
8585,0,39.3,5.3,1,0,0,0,2.0,False,0,1,1
8590,0,40.9,10.1,1,0,0,0,2.0,False,0,1,1
8592,0,39.8,1.2,1,1,1,1,2.0,False,1,1,0
8595,1,29.1,2.7,1,0,0,0,3.0,False,0,1,0
8596,0,59.1,15.0,1,0,0,0,1.0,False,0,1,1
8597,1,40.7,0.6,1,0,0,1,3.0,False,0,0,1
8598,0,55.0,9.6,1,0,0,0,1.0,False,0,0,1
8603,0,52.2,9.9,1,0,0,0,1.0,False,0,0,1
8606,0,54.8,2.4,1,1,1,0,2.0,False,1,1,1
8608,0,27.7,8.4,1,0,0,0,1.0,False,0,0,0
8614,1,40.5,2.9,1,0,0,0,3.0,False,1,0,1
8615,0,59.1,9.6,1,1,1,0,2.0,False,0,1,1
8616,0,59.2,,1,0,0,0,2.0,False,0,0,1
8618,0,47.4,5.7,1,0,0,0,2.0,False,0,0,1
8621,0,37.1,10.9,1,0,1,0,2.0,False,1,0,1
8624,0,46.4,7.4,1,0,0,0,2.0,False,0,1,1
8626,0,59.6,8.6,1,0,0,0,2.0,False,1,0,1
8627,0,31.1,3.3,1,0,0,0,2.0,False,0,1,1
8628,0,37.2,14.7,1,0,0,0,2.0,False,1,0,1
8631,0,60.3,,1,0,0,0,2.0,False,0,1,0
8632,0,56.0,5.4,1,0,0,0,2.0,False,0,0,1
8634,0,60.9,29.0,1,0,0,0,1.0,False,0,0,1
8645,2,30.5,7.0,1,0,0,0,4.0,False,1,1,1
8647,1,36.2,10.1,1,0,0,0,3.0,False,1,0,1
8648,0,64.6,,1,0,0,0,2.0,False,0,0,1
8653,0,62.6,,1,0,0,0,2.0,False,0,0,1
8655,2,36.0,16.9,1,0,0,0,4.0,False,0,1,1
8659,1,40.8,4.7,1,0,0,0,2.0,False,1,1,1
8663,0,42.6,2.2,1,1,1,0,2.0,False,0,0,0
8664,0,54.4,8.8,1,0,1,0,1.0,False,0,0,1
8666,0,39.1,2.4,1,0,0,0,1.0,False,1,0,1
8667,1,37.8,4.6,1,0,0,0,3.0,False,1,1,1
8668,0,51.9,8.2,1,0,0,0,2.0,False,0,0,1
8673,1,28.3,0.8,1,0,1,0,3.0,False,1,1,1
8676,0,52.3,5.1,1,0,1,0,2.0,True,1,0,1
8677,0,52.3,5.1,1,0,1,0,2.0,False,1,0,1
8678,1,47.1,0.5,1,0,0,0,2.0,False,1,1,0
8680,1,28.9,0.3,1,0,0,0,3.0,False,0,1,1
8682,1,37.0,3.6,1,1,0,0,3.0,False,0,0,1
8683,1,37.7,5.2,1,0,0,0,3.0,False,0,0,1
8690,0,55.3,20.6,1,0,0,0,2.0,False,0,1,1
8691,1,43.3,22.2,1,0,0,0,3.0,False,1,0,1
8692,0,67.0,,1,0,1,0,2.0,False,0,0,1
8694,0,44.1,2.7,1,0,1,0,2.0,False,1,0,1
8695,2,32.6,4.7,1,0,0,0,4.0,False,0,0,0
8698,0,43.4,0.8,1,0,1,0,1.0,False,1,0,0
8700,0,29.2,5.5,1,0,1,0,2.0,False,0,0,0
8701,0,61.9,,1,0,1,0,2.0,False,1,1,1
8702,2,33.6,9.6,1,1,0,0,3.0,True,0,0,1
8704,0,64.2,,1,0,0,0,1.0,False,0,0,0
8707,0,38.5,0.6,1,0,1,0,2.0,False,1,1,1
8708,1,36.4,12.2,1,0,0,0,2.0,False,0,1,1
8712,0,37.6,6.3,1,0,0,0,1.0,False,0,0,1
8713,1,39.1,4.4,1,0,0,0,3.0,False,1,1,1
8715,2,41.2,3.5,1,0,1,0,4.0,False,1,1,1
8717,2,27.1,2.7,1,0,0,0,4.0,False,1,1,1
8718,2,27.1,2.7,1,0,0,0,4.0,True,1,1,1
8719,1,24.6,4.1,1,0,1,0,3.0,False,0,0,1
8720,0,66.4,,1,0,0,0,2.0,False,1,1,0
8722,0,53.0,5.2,1,0,0,0,2.0,False,0,0,0
8723,0,61.5,,1,0,0,0,1.0,False,0,0,1
8724,1,41.1,10.5,1,0,0,0,3.0,False,1,1,1
8727,0,40.7,18.9,1,0,1,0,2.0,False,1,1,0
8729,0,51.4,7.3,1,0,0,0,2.0,False,1,1,1
8730,0,33.7,6.7,1,1,1,0,2.0,False,1,1,1
8732,0,42.6,4.5,1,1,0,0,2.0,False,0,0,1
8735,2,35.1,15.5,1,0,0,0,4.0,False,0,0,1
8736,0,60.7,3.1,1,1,1,0,2.0,False,1,0,1
8737,1,30.3,2.6,1,0,0,0,3.0,False,1,0,0
8739,0,47.3,11.9,1,1,1,0,2.0,False,0,0,1
8741,0,46.5,0.8,1,0,0,0,2.0,False,1,0,1
8742,1,43.5,3.8,1,1,1,0,3.0,False,0,0,1
8743,0,32.7,6.2,1,0,0,0,2.0,False,1,0,1
8745,0,41.9,12.8,1,0,0,0,2.0,False,0,0,1
8746,0,40.6,0.6,1,0,0,0,2.0,False,1,1,1
8747,2,38.0,8.2,1,1,0,0,3.0,False,0,0,1
8751,0,40.2,2.9,1,0,0,0,2.0,False,0,1,1
8752,0,49.0,6.5,1,1,1,0,2.0,False,0,0,1
8753,3,35.2,2.1,1,0,0,0,5.0,False,0,1,1
8754,0,60.4,,1,0,0,0,1.0,False,0,0,1
8755,0,37.4,3.5,1,1,1,0,2.0,False,1,1,1
8756,0,26.4,5.3,1,0,0,0,1.0,False,0,0,0
8757,0,54.8,5.5,1,0,0,0,2.0,False,1,1,1
8758,1,47.4,3.4,1,0,0,0,2.0,False,0,0,1
8759,0,50.4,16.3,1,1,1,0,2.0,False,1,1,1
8760,0,67.9,,1,0,0,0,2.0,False,0,1,1
8761,2,38.9,3.6,1,0,1,0,4.0,False,0,0,1
8762,0,38.5,3.8,1,1,0,0,2.0,False,1,0,1
8763,2,30.0,6.2,1,0,0,0,4.0,False,0,0,1
8764,0,39.6,8.7,1,0,0,0,1.0,False,0,0,1
8767,0,27.0,3.4,1,0,1,0,1.0,False,1,0,1
8768,0,46.1,9.7,1,0,0,0,2.0,False,1,1,1
8769,0,46.2,0.3,1,0,0,1,1.0,False,0,0,1
8770,0,42.9,9.3,1,1,1,0,1.0,False,0,1,1
8771,0,47.6,12.4,1,0,0,0,2.0,False,1,0,1
8772,0,62.4,,1,0,0,0,2.0,False,0,0,1
8773,2,30.3,1.1,1,0,0,0,3.0,False,0,0,0
8775,2,27.5,7.4,1,0,0,0,4.0,False,0,0,1
8780,2,41.0,0.8,1,0,1,0,4.0,False,1,0,0
8781,0,58.8,,1,0,0,0,2.0,False,0,0,1
8783,0,25.8,2.8,1,0,0,0,2.0,False,0,0,1
8784,1,34.1,1.4,1,0,1,0,2.0,True,1,0,1
8785,1,34.1,1.4,1,0,1,0,2.0,False,1,0,1
8791,0,44.3,4.7,1,1,1,0,2.0,False,1,1,1
8792,1,33.7,0.8,1,0,0,0,2.0,False,1,0,1
8795,1,54.0,1.3,1,0,0,0,2.0,False,0,0,0
8796,0,37.2,3.8,1,0,0,0,1.0,False,0,0,0
8799,0,45.5,14.3,1,0,0,0,2.0,False,0,0,1
8800,0,48.6,4.9,1,0,0,0,1.0,False,0,0,1
8802,0,57.2,9.1,1,0,0,0,1.0,False,0,0,1
8803,0,56.4,0.4,1,0,0,0,2.0,False,0,0,1
8804,0,56.4,0.4,1,0,0,0,2.0,True,0,0,1
8805,1,44.7,3.8,1,0,0,0,3.0,False,1,0,1
8806,0,53.4,,1,0,0,0,2.0,False,1,1,1
8807,0,41.5,2.7,1,0,0,0,2.0,False,0,0,1
8811,0,40.5,16.2,1,0,1,0,2.0,False,0,0,1
8813,0,53.8,1.1,1,0,1,0,2.0,False,0,0,1
8814,0,36.7,2.7,1,1,1,0,1.0,False,1,0,1
8816,1,38.5,0.7,1,0,0,0,3.0,False,0,0,1
8821,1,31.9,2.2,1,0,0,0,3.0,False,0,1,1
8823,1,31.6,13.5,1,0,0,0,3.0,False,1,1,1
8828,0,49.3,11.1,1,0,0,0,2.0,False,1,0,1
8830,0,46.7,11.4,1,0,0,0,2.0,False,1,1,0
8831,3,39.1,0.6,1,0,0,0,5.0,False,0,0,1
8832,0,38.7,6.9,1,0,0,0,2.0,False,0,0,1
8833,0,53.6,3.0,1,0,0,1,2.0,False,0,1,1
8840,0,53.2,,1,0,0,0,2.0,False,0,0,1
8841,2,36.8,14.4,1,0,0,0,4.0,False,0,1,1
8842,1,37.1,6.4,1,0,0,0,3.0,False,1,1,1
8843,1,32.9,0.4,1,0,0,0,2.0,False,0,0,1
8844,1,31.9,13.7,1,0,1,0,3.0,False,1,1,1
8850,0,53.2,10.6,1,1,0,0,1.0,False,0,1,1
8852,0,53.4,,1,0,1,0,2.0,False,0,0,1
8854,0,49.9,14.2,1,0,0,0,2.0,False,0,0,1
8858,0,26.0,2.9,1,0,0,0,2.0,False,1,1,1
8862,0,49.4,30.6,1,0,0,0,2.0,False,0,0,1
8864,0,47.1,21.2,1,0,0,0,2.0,False,1,0,1
8865,0,51.1,3.5,1,0,0,0,2.0,True,1,1,1
8866,0,42.2,11.3,1,0,0,0,2.0,False,0,1,1
8867,0,40.0,21.6,1,0,1,0,2.0,False,0,0,1
8868,0,61.8,,1,0,0,0,2.0,False,0,0,1
8870,2,27.9,9.3,1,0,0,0,4.0,False,0,0,1
8873,3,32.4,9.1,1,0,0,0,5.0,False,0,0,1
8874,0,56.1,25.4,1,0,0,0,1.0,False,0,0,1
8877,0,49.2,16.7,1,0,0,0,2.0,False,0,1,0
8879,0,54.1,5.0,1,0,1,0,1.0,False,0,0,1
8880,0,34.0,1.0,1,0,0,0,2.0,False,1,0,1
8884,0,51.8,2.2,1,0,0,0,1.0,False,0,0,1
8888,0,34.9,5.7,1,0,0,0,1.0,False,1,1,0
8889,0,59.5,,1,0,0,0,2.0,False,0,1,1
8893,0,58.9,,1,0,0,0,1.0,False,0,0,1
8899,0,47.9,20.9,1,0,0,0,2.0,False,0,0,1
8903,1,47.0,2.2,1,0,0,0,3.0,False,1,0,1
8904,0,47.8,3.0,1,1,0,0,2.0,False,0,0,1
8906,2,38.7,7.4,1,0,0,0,4.0,False,0,1,1
8909,0,43.6,7.9,1,0,1,0,2.0,False,0,0,1
8911,0,56.3,25.8,1,0,1,0,2.0,False,0,0,1
8916,0,61.2,,1,0,0,0,2.0,False,0,0,0
8917,1,32.3,9.1,1,0,0,0,3.0,False,0,0,0
8918,0,60.9,19.5,1,1,1,0,2.0,False,1,1,1
8919,1,34.5,4.5,1,0,0,0,3.0,False,0,1,0
8923,0,42.0,2.8,1,1,1,0,2.0,False,0,1,1
8925,1,34.4,0.4,1,0,0,0,3.0,False,0,1,1
8926,0,27.8,0.6,1,0,0,0,1.0,False,1,0,1
8927,0,27.1,5.3,1,0,1,0,1.0,False,1,0,1
8932,0,40.6,7.2,1,0,0,0,2.0,False,1,1,1
8935,1,43.6,9.1,1,0,0,0,2.0,False,0,0,1
8942,0,58.0,,1,0,0,0,2.0,False,0,1,1
8945,1,42.0,4.4,1,0,0,0,3.0,False,1,0,1
8946,1,34.5,0.3,1,0,0,0,3.0,False,0,0,0
8950,0,60.9,,1,0,0,0,2.0,False,0,0,1
8951,0,67.3,,1,0,0,0,1.0,False,0,0,1
8960,0,39.7,4.1,1,0,0,0,1.0,False,1,1,0
8961,0,58.2,1.1,1,0,0,0,2.0,False,1,0,0
8965,0,45.2,,1,0,0,0,2.0,False,1,0,1
8969,0,68.0,,1,0,0,0,2.0,False,0,0,1
8975,0,50.7,,1,0,0,0,2.0,False,0,0,1
8976,0,41.9,6.8,1,0,0,0,2.0,False,0,0,0
8978,0,53.4,4.5,1,1,1,0,2.0,False,1,1,1
8979,0,62.2,7.6,1,1,1,0,2.0,False,0,0,1
8982,0,39.0,5.3,1,0,0,0,2.0,False,0,0,0
8984,0,62.5,,1,0,1,0,2.0,False,0,0,0
8986,1,32.4,1.8,1,1,1,0,2.0,False,0,1,1
8989,2,43.2,4.3,1,0,0,0,4.0,False,1,0,1
8993,0,28.6,6.4,1,1,0,1,2.0,False,1,0,1
8999,2,43.5,12.1,1,1,1,0,4.0,False,1,0,1
9000,0,53.7,32.7,1,0,1,0,2.0,False,0,1,0
9004,1,31.5,4.9,1,0,0,0,3.0,False,0,0,1
9005,0,60.2,14.3,1,0,0,1,2.0,False,0,0,0
9013,1,33.9,9.5,1,0,0,0,3.0,False,0,1,0
9014,2,37.0,10.2,1,0,0,0,4.0,False,0,1,0
9020,0,49.6,8.8,1,0,0,0,2.0,False,0,0,1
9022,0,54.6,5.7,1,1,1,0,1.0,False,0,0,1
9024,0,43.0,6.6,1,0,0,0,2.0,False,1,1,1
9027,0,54.0,,1,0,0,0,1.0,False,0,0,0
9030,0,27.5,1.5,1,0,0,0,2.0,False,1,0,1
9032,0,56.3,10.9,1,0,0,0,1.0,False,0,1,1
9035,1,42.6,18.2,1,0,0,0,3.0,False,1,1,1
9037,1,39.0,1.7,1,0,0,0,3.0,False,0,0,1
9038,0,49.1,8.4,1,0,0,0,1.0,False,0,0,1
9047,1,31.8,6.8,1,0,0,0,3.0,False,0,1,1
9054,0,60.2,,1,0,1,0,2.0,False,0,0,1
9056,0,46.5,1.0,1,0,0,0,1.0,False,0,1,1
9059,1,36.8,4.7,1,0,0,0,3.0,False,1,1,1
9063,1,42.3,7.5,1,0,0,0,3.0,False,0,0,0
9066,0,35.4,2.5,1,0,0,0,1.0,False,0,0,1
9070,0,55.2,,1,0,1,0,2.0,False,0,1,1
9072,0,53.8,5.2,1,1,1,0,1.0,False,0,0,0
9075,0,66.3,,1,0,0,0,1.0,False,0,1,0
9078,1,44.8,5.8,1,1,0,0,3.0,False,0,1,1
9079,0,59.7,,1,0,1,0,1.0,False,0,0,1
9087,0,59.3,,1,0,0,0,2.0,False,0,0,1
9091,0,51.5,8.0,1,1,0,0,2.0,False,1,0,1
9094,0,27.3,4.2,1,0,0,0,2.0,False,1,0,0
9095,0,45.7,18.3,1,0,0,0,2.0,False,0,0,1
9101,0,55.0,19.2,1,1,1,0,2.0,False,0,0,0
9102,0,50.4,16.8,1,0,0,0,2.0,False,0,0,1
9103,1,47.4,0.8,1,0,0,0,3.0,False,1,1,1
9104,0,56.1,1.1,1,0,1,0,2.0,False,0,0,1
9107,0,44.3,13.3,1,0,0,0,2.0,False,0,0,1
9111,0,40.2,13.9,1,0,0,0,2.0,False,0,0,0
9119,0,35.0,9.7,1,0,0,0,2.0,False,1,0,1
9121,0,60.3,7.0,1,1,1,0,2.0,False,1,1,0
9122,0,55.7,,1,0,0,0,2.0,False,0,0,1
9124,0,48.9,5.0,1,0,0,0,1.0,False,0,0,1
9128,1,41.9,11.6,1,1,0,0,3.0,False,1,1,1
9133,0,60.7,,1,0,0,0,2.0,False,0,0,1
9137,0,51.1,,1,0,0,0,1.0,False,0,0,1
9140,1,40.1,2.3,1,0,0,1,3.0,False,1,1,0
9141,0,56.7,4.8,1,0,0,0,1.0,False,0,0,0
9142,0,60.0,1.7,1,0,0,0,2.0,False,1,1,1
9143,0,65.8,,1,0,0,0,2.0,False,0,0,1
9145,0,50.4,24.1,1,0,0,0,1.0,False,0,0,1
9150,0,54.0,20.6,1,0,0,0,2.0,False,0,0,1
9154,0,59.7,,1,0,0,0,2.0,False,0,0,1
9155,0,44.9,6.6,1,1,1,0,2.0,False,0,0,0
9156,1,45.7,6.8,1,0,0,0,3.0,False,0,1,1
9158,0,25.3,4.0,1,0,0,0,1.0,False,1,1,1
9165,0,54.5,1.4,1,0,0,0,2.0,False,1,1,1
9166,1,51.3,4.0,1,1,1,0,3.0,False,1,0,1
9171,0,48.1,3.5,1,0,0,0,2.0,False,0,1,1
9174,1,40.1,4.2,1,0,0,0,2.0,False,0,1,1
9176,0,65.9,,1,0,1,0,2.0,False,0,0,1
9182,1,45.7,3.5,1,0,0,0,3.0,False,0,0,1
9184,0,51.5,12.7,1,0,0,0,2.0,False,0,0,1
9185,0,53.9,6.7,1,0,0,0,1.0,False,0,1,0
9186,0,60.1,,1,0,0,0,1.0,False,0,0,1
9188,1,28.8,2.5,1,0,0,0,3.0,False,0,0,1
9189,0,37.6,10.1,1,1,1,0,2.0,False,1,1,1
9194,0,40.1,8.2,1,1,0,1,2.0,False,0,0,1
9195,0,62.0,,1,0,1,0,1.0,False,0,0,1
9196,0,55.1,17.3,1,0,0,0,2.0,False,0,0,1
9197,0,32.1,2.1,1,0,1,0,2.0,False,1,1,1
9201,0,34.4,10.2,1,0,0,1,2.0,False,0,0,1
9206,0,28.0,5.7,1,0,0,0,1.0,False,0,0,1
9211,0,31.1,6.3,1,0,0,1,2.0,False,0,1,1
9217,2,32.9,3.4,1,1,0,0,4.0,False,0,1,1
9220,0,56.6,17.7,1,0,0,1,2.0,False,0,1,1
9226,0,42.1,8.8,1,0,0,1,2.0,False,0,1,1
9231,0,46.4,1.8,1,0,0,0,1.0,False,0,0,1
9237,1,52.0,1.5,1,1,0,0,3.0,False,0,0,1
9240,1,34.6,15.7,1,0,0,0,3.0,False,0,0,1
9244,0,35.4,0.8,1,0,0,1,1.0,False,0,0,1
9246,0,31.4,5.5,1,0,0,0,2.0,False,0,1,1
9250,0,63.2,,1,0,0,0,1.0,False,0,0,1
9252,0,61.9,,1,0,0,0,2.0,False,0,0,1
9254,0,50.9,4.9,1,0,0,0,2.0,False,0,0,0
9261,0,28.8,5.8,1,1,1,0,1.0,False,1,1,0
9262,1,32.1,3.3,1,1,1,0,3.0,False,0,1,0
9264,0,48.5,9.4,1,0,0,0,2.0,True,0,0,0
9265,0,57.1,15.2,1,0,1,0,2.0,False,0,0,0
9266,0,48.7,21.2,1,1,1,0,2.0,False,0,1,0
9269,1,34.8,7.6,1,0,1,0,3.0,False,1,1,0
9270,2,40.1,3.2,1,1,1,0,4.0,False,0,0,0
9279,0,53.9,7.6,1,0,1,0,2.0,False,0,1,0
9281,1,42.7,21.8,1,1,1,0,2.0,False,0,0,0
9284,0,32.8,11.4,1,0,0,0,2.0,False,1,1,0
9285,0,48.0,4.5,1,0,0,0,2.0,False,0,0,0
9291,0,60.4,,1,0,1,0,1.0,False,0,0,0
9293,0,36.2,8.6,1,1,1,0,2.0,False,1,0,0
9299,0,46.8,8.0,1,0,1,0,2.0,False,0,1,0
9304,0,36.8,10.8,1,1,1,0,1.0,False,0,1,0
9305,3,39.0,9.7,1,0,0,0,5.0,False,1,0,0
9310,2,30.2,7.3,1,1,0,0,4.0,False,0,1,0
9312,0,50.6,6.9,1,0,1,0,1.0,False,0,0,0
9315,1,38.8,2.0,1,0,1,0,3.0,False,0,0,0
9318,0,63.0,,1,0,0,0,2.0,False,0,1,0
9322,0,36.4,3.2,1,1,0,1,1.0,False,1,0,0
9323,0,40.3,11.2,1,0,0,0,2.0,False,0,0,0
9324,0,54.0,3.3,1,0,1,0,2.0,False,0,0,0
9328,0,43.8,15.0,1,1,1,0,1.0,False,0,1,0
9329,1,34.5,8.5,1,1,1,0,3.0,False,0,0,0
9332,0,52.5,1.2,1,0,0,0,2.0,False,0,0,0
9335,1,42.9,3.3,1,0,0,0,3.0,False,0,0,0
9336,0,39.0,14.6,1,0,1,0,2.0,False,0,1,0
9340,2,42.7,16.5,1,0,1,0,4.0,False,1,1,0
9343,0,61.0,,1,0,1,0,1.0,False,0,0,0
9345,0,55.5,6.9,1,1,1,0,2.0,False,0,1,0
9347,0,34.7,5.6,1,1,0,0,2.0,False,0,1,0
9350,1,36.8,12.2,1,1,0,0,2.0,False,0,1,0
9355,0,63.6,9.3,1,1,1,0,1.0,False,0,1,0
9358,0,58.6,,1,0,1,0,2.0,False,0,0,0
9363,0,36.0,8.0,1,1,0,0,2.0,False,1,0,0
9364,0,48.9,1.9,1,1,0,0,2.0,False,0,1,0
9367,1,38.4,17.8,1,1,1,0,3.0,False,0,1,0
9371,0,63.1,,1,0,1,0,2.0,False,1,0,0
9374,0,53.0,33.8,1,0,1,1,1.0,False,0,0,0
9381,0,29.6,10.7,1,0,1,0,1.0,False,0,0,0
9383,0,51.5,4.0,1,1,0,0,1.0,False,0,0,0
9389,0,37.2,9.6,1,0,1,1,2.0,False,0,1,0
9390,0,54.8,0.5,1,1,1,1,1.0,False,0,0,0
9392,0,48.4,7.1,1,1,0,0,2.0,False,1,1,0
9394,0,50.8,3.2,1,1,0,0,2.0,False,0,0,0
9402,0,39.5,4.9,1,1,0,0,2.0,False,0,0,0
9403,1,29.8,2.9,1,1,0,0,3.0,False,0,0,0
9404,0,31.8,2.3,1,1,1,1,2.0,False,0,1,0
9408,0,29.6,8.0,1,0,0,0,2.0,False,0,0,0
9409,0,46.4,11.4,1,1,0,0,1.0,False,0,1,0
9412,2,28.2,2.0,1,0,1,0,4.0,False,0,0,0
9413,0,60.3,14.3,1,1,0,0,2.0,False,0,0,0
9418,0,32.0,2.7,1,1,0,0,1.0,False,0,0,0
9419,0,61.3,,1,0,1,0,1.0,False,0,0,0
9422,0,54.4,12.3,1,1,0,0,2.0,False,0,0,0
9426,0,55.1,0.7,1,1,0,0,2.0,False,1,1,0
9428,0,57.6,6.0,1,1,0,0,2.0,False,1,1,0
9429,0,40.1,7.8,1,1,0,0,2.0,False,0,1,0
9435,0,51.3,9.9,1,1,0,0,2.0,False,0,0,0
9440,0,59.8,10.6,1,0,0,0,2.0,False,0,1,0
9445,0,65.1,,1,0,0,0,1.0,False,0,0,0
9446,0,44.9,19.5,1,0,0,0,2.0,False,0,0,0
9450,0,51.6,9.5,1,1,1,0,1.0,False,0,0,0
9453,0,59.5,,1,0,1,0,2.0,False,0,0,0
9456,2,38.1,0.7,1,1,1,0,4.0,False,0,0,0
9461,0,39.3,9.4,1,0,0,0,2.0,False,1,0,0
9463,2,44.6,0.6,1,1,1,0,3.0,False,0,0,0
9464,1,54.6,3.6,1,0,0,0,2.0,False,0,0,0
9467,0,24.5,0.6,1,1,1,0,1.0,False,1,1,0
9468,1,37.8,4.6,1,1,1,1,3.0,False,0,1,0
9478,0,35.8,6.3,1,1,0,0,2.0,False,0,1,0
9487,0,50.2,15.3,1,1,1,0,2.0,False,0,1,0
9495,1,35.9,5.6,1,0,1,0,2.0,False,0,0,0
9500,0,31.2,8.4,1,1,0,0,1.0,False,0,1,0
9505,0,31.0,7.4,1,1,0,0,2.0,False,0,0,0
9506,0,31.0,7.4,1,1,0,0,2.0,True,0,0,0
9516,0,24.4,2.6,1,0,0,0,1.0,False,1,0,0
9517,0,35.8,4.2,1,1,0,0,2.0,False,1,0,0
9518,0,38.4,2.7,1,0,0,0,2.0,False,1,1,0
9520,2,32.5,4.1,1,1,1,0,4.0,False,0,1,0
9522,0,41.1,4.0,1,1,1,0,2.0,False,0,0,0
9525,0,43.5,4.9,1,1,0,0,2.0,False,0,1,0
9528,0,44.4,0.8,1,1,1,1,2.0,False,0,0,0
9537,1,29.8,3.2,1,1,1,0,2.0,False,1,0,0
9538,0,35.8,7.8,1,1,0,0,2.0,False,1,1,0
9539,0,44.9,1.0,1,1,0,0,1.0,False,0,0,0
9544,2,36.0,10.0,1,1,1,0,4.0,False,0,1,0
9549,0,40.5,1.7,1,1,0,0,2.0,False,1,1,0
9551,0,42.6,0.8,1,0,0,0,2.0,False,0,0,0
9559,0,63.2,,1,0,1,0,2.0,False,0,0,0
9560,0,40.3,6.8,1,1,0,0,2.0,False,1,0,0
9561,0,32.5,9.6,1,0,0,0,1.0,False,1,0,0
9564,0,54.8,12.8,1,0,1,0,2.0,False,0,0,0
9567,0,60.1,28.0,1,1,0,0,1.0,False,0,0,0
9570,0,65.0,,1,0,0,0,1.0,False,0,0,0
9573,0,52.1,18.5,1,1,1,0,2.0,False,0,1,0
9579,1,49.0,14.3,1,0,0,0,2.0,False,1,0,0
9580,2,29.6,6.9,1,1,0,0,4.0,False,1,1,1
9587,0,39.9,20.2,1,1,0,0,2.0,False,1,1,1
9592,0,59.3,3.5,1,1,1,0,1.0,False,0,0,1
9599,1,33.0,9.4,1,0,0,0,3.0,False,0,0,0
9606,1,34.7,2.5,1,0,1,0,3.0,False,1,1,1
9607,1,30.7,3.2,1,0,0,0,2.0,False,0,0,0
9608,0,63.0,,1,0,0,0,1.0,False,0,0,1
9614,1,45.2,5.1,1,0,1,1,3.0,False,0,0,1
9619,0,64.5,,1,0,0,0,1.0,False,0,0,1
9620,1,43.1,0.3,1,0,0,1,3.0,False,0,1,0
9621,0,57.4,,1,0,1,0,2.0,False,0,0,1
9622,0,59.3,,1,0,0,0,2.0,False,0,0,1
9623,0,52.1,,1,0,0,0,2.0,False,0,0,1
9625,0,29.2,4.3,1,0,0,0,2.0,False,0,0,1
9626,0,64.9,,1,0,0,1,1.0,False,0,0,1
9631,0,55.5,,1,0,0,0,2.0,False,0,0,1
9632,0,36.5,3.9,1,0,0,0,2.0,False,1,0,0
9639,0,60.0,,1,0,1,0,2.0,False,0,0,1
9643,0,55.0,9.9,1,0,0,0,2.0,False,1,0,1
9644,0,52.5,13.6,1,0,0,0,2.0,False,1,1,0
9646,0,54.8,2.5,1,0,0,0,1.0,False,0,0,1
